   0,    0,  6.443e-01, 0.608073
   0,    1,  5.483e-01, 0.715712
   0,    2,  5.121e-01, 0.76114
   0,    3,  4.841e-01, 0.784433
   0,    4,  4.595e-01, 0.803578
   0,    5,  4.353e-01, 0.815972
   0,    6,  4.146e-01, 0.831404
   0,    7,  3.960e-01, 0.840278
   0,    8,  3.737e-01, 0.855517
   0,    9,  3.568e-01, 0.861738
   0,   10,  3.370e-01, 0.874952
   0,   11,  3.193e-01, 0.883584
   0,   12,  3.037e-01, 0.889757
   0,   13,  2.853e-01, 0.900366
   0,   14,  2.703e-01, 0.907263
   0,   15,  2.544e-01, 0.917679
   0,   16,  2.406e-01, 0.920428
   0,   17,  2.280e-01, 0.924769
   0,   18,  2.162e-01, 0.931665
   0,   19,  2.017e-01, 0.939477
   0,   20,  1.871e-01, 0.945505
   0,   21,  1.767e-01, 0.950135
   0,   22,  1.646e-01, 0.95515
   0,   23,  1.558e-01, 0.956453
   0,   24,  1.464e-01, 0.960889
   0,   25,  1.362e-01, 0.965712
   0,   26,  1.277e-01, 0.967737
   0,   27,  1.186e-01, 0.970341
   0,   28,  1.108e-01, 0.974199
   0,   29,  1.047e-01, 0.974392
   0,   30,  9.736e-02, 0.977961
   0,   31,  9.258e-02, 0.978636
   0,   32,  8.601e-02, 0.98071
   0,   33,  7.720e-02, 0.984664
   0,   34,  6.968e-02, 0.986979
   0,   35,  6.840e-02, 0.986642
   0,   36,  6.358e-02, 0.988329
   0,   37,  5.855e-02, 0.988764
   0,   38,  5.700e-02, 0.988956
   0,   39,  5.144e-02, 0.991512
   0,   40,  5.283e-02, 0.988908
   0,   41,  4.650e-02, 0.990982
   0,   42,  4.219e-02, 0.992911
   0,   43,  3.903e-02, 0.993875
   0,   44,  4.004e-02, 0.992525
   0,   45,  3.447e-02, 0.994406
   0,   46,  3.309e-02, 0.994599
   0,   47,  3.565e-02, 0.992959
   0,   48,  2.797e-02, 0.996721
   0,   49,  3.141e-02, 0.993875
   0,   50,  2.985e-02, 0.994358
   0,   51,  2.520e-02, 0.995756
   0,   52,  2.936e-02, 0.993586
   0,   53,  3.117e-02, 0.992863
   0,   54,  2.742e-02, 0.993779
   0,   55,  2.602e-02, 0.994116
   0,   56,  1.837e-02, 0.997637
   0,   57,  1.593e-02, 0.997926
   0,   58,  2.506e-02, 0.993875
   0,   59,  2.455e-02, 0.993827
   0,   60,  2.107e-02, 0.995081
   0,   61,  2.930e-02, 0.991175
   0,   62,  2.067e-02, 0.995419
