   0,  6.931e-01, 0.506944
   1,  7.617e-01, 0.506944
   2,  1.258e+00, 0.506944
   3,  1.058e+00, 0.508247
   4,  5.184e-01, 0.758247
   5,  4.627e-01, 0.796007
   6,  5.643e-01, 0.735677
   7,  4.893e-01, 0.777344
   8,  4.159e-01, 0.812066
   9,  9.992e-01, 0.582031
  10,  5.795e-01, 0.729601
  11,  4.921e-01, 0.780816
  12,  4.376e-01, 0.780816
  13,  4.251e-01, 0.793837
  14,  4.331e-01, 0.80599
  15,  3.624e-01, 0.833333
  16,  9.883e-01, 0.576823
  17,  3.570e-01, 0.83724
  18,  3.392e-01, 0.848524
  19,  6.795e-01, 0.682292
  20,  5.795e-01, 0.741753
  21,  6.684e-01, 0.697049
  22,  5.052e-01, 0.761719
  23,  4.076e-01, 0.807726
  24,  5.007e-01, 0.761719
  25,  4.051e-01, 0.812066
  26,  6.967e-01, 0.739583
  27,  3.319e-01, 0.847656
  28,  3.615e-01, 0.836372
  29,  6.799e-01, 0.695747
