   0,  6.488e-01, 0.6019
   1,  5.637e-01, 0.720486
   2,  5.226e-01, 0.763117
   3,  4.935e-01, 0.78588
   4,  4.663e-01, 0.804495
   5,  4.449e-01, 0.817515
   6,  4.235e-01, 0.82798
   7,  4.040e-01, 0.839699
   8,  3.857e-01, 0.84592
   9,  3.665e-01, 0.855999
  10,  3.512e-01, 0.859905
  11,  3.365e-01, 0.869551
  12,  3.194e-01, 0.877701
  13,  3.059e-01, 0.883054
  14,  2.898e-01, 0.888889
  15,  2.754e-01, 0.895689
  16,  2.621e-01, 0.903067
  17,  2.506e-01, 0.909385
  18,  2.364e-01, 0.914111
  19,  2.247e-01, 0.918065
  20,  2.147e-01, 0.924817
  21,  2.047e-01, 0.928723
  22,  1.937e-01, 0.933835
  23,  1.817e-01, 0.937741
  24,  1.723e-01, 0.942515
  25,  1.628e-01, 0.946663
  26,  1.545e-01, 0.949122
  27,  1.447e-01, 0.953945
  28,  1.381e-01, 0.956404
  29,  1.287e-01, 0.95978
