   0,  6.933e-01, 0.514757
   1,  7.004e-01, 0.485243
   2,  7.136e-01, 0.485243
   3,  6.877e-01, 0.500434
   4,  5.291e-01, 0.736545
   5,  5.758e-01, 0.708333
   6,  4.757e-01, 0.770833
   7,  6.999e-01, 0.689236
   8,  4.014e-01, 0.825955
   9,  5.418e-01, 0.74783
  10,  5.110e-01, 0.72526
  11,  5.988e-01, 0.659722
  12,  3.944e-01, 0.824219
  13,  4.260e-01, 0.798611
  14,  3.661e-01, 0.84375
  15,  4.692e-01, 0.801649
  16,  4.726e-01, 0.799913
  17,  5.632e-01, 0.779514
  18,  4.823e-01, 0.793837
  19,  3.521e-01, 0.851997
  20,  3.708e-01, 0.832031
  21,  3.440e-01, 0.84375
  22,  3.090e-01, 0.875868
  23,  3.105e-01, 0.875434
  24,  3.323e-01, 0.858507
  25,  4.357e-01, 0.827257
  26,  5.530e-01, 0.802517
  27,  2.953e-01, 0.888889
  28,  3.233e-01, 0.87717
  29,  3.826e-01, 0.830295
  30,  4.298e-01, 0.855903
  31,  5.212e-01, 0.814236
  32,  4.022e-01, 0.812934
  33,  6.555e-01, 0.809028
  34,  3.563e-01, 0.869792
  35,  3.027e-01, 0.895399
  36,  3.203e-01, 0.858941
  37,  4.375e-01, 0.870226
  38,  3.303e-01, 0.890625
  39,  3.716e-01, 0.874566
  40,  2.680e-01, 0.919271
  41,  3.769e-01, 0.889757
  42,  3.697e-01, 0.888455
  43,  3.220e-01, 0.875868
  44,  3.897e-01, 0.844618
  45,  2.799e-01, 0.900608
  46,  3.573e-01, 0.898872
  47,  5.801e-01, 0.851128
  48,  2.677e-01, 0.919271
  49,  7.259e-01, 0.743924
  50,  3.108e-01, 0.911458
  51,  3.466e-01, 0.895399
  52,  2.633e-01, 0.924045
  53,  2.414e-01, 0.93316
  54,  2.886e-01, 0.901042
  55,  2.767e-01, 0.915799
  56,  2.587e-01, 0.928385
  57,  3.982e-01, 0.875434
  58,  3.048e-01, 0.913194
  59,  4.256e-01, 0.899306
  60,  5.857e-01, 0.873264
  61,  4.573e-01, 0.897135
  62,  2.894e-01, 0.892795
  63,  2.997e-01, 0.894965
  64,  2.988e-01, 0.905382
  65,  2.791e-01, 0.93533
  66,  3.530e-01, 0.920139
  67,  1.294e+00, 0.795573
  68,  4.807e-01, 0.893229
  69,  2.767e-01, 0.911892
  70,  2.836e-01, 0.930122
  71,  1.106e+00, 0.803385
  72,  1.164e+00, 0.687934
  73,  7.231e-01, 0.861545
  74,  4.188e-01, 0.915799
  75,  3.526e-01, 0.889757
  76,  4.565e-01, 0.900608
