   0,    0,  6.385e-01, 0.634597
   0,    1,  5.081e-01, 0.737558
   0,    2,  4.659e-01, 0.771509
   0,    3,  4.339e-01, 0.792969
   0,    4,  4.085e-01, 0.807388
   0,    5,  3.852e-01, 0.820505
   0,    6,  3.647e-01, 0.834298
   0,    7,  3.460e-01, 0.844956
   0,    8,  3.304e-01, 0.852913
   0,    9,  3.119e-01, 0.862895
   0,   10,  2.954e-01, 0.875579
   0,   11,  2.773e-01, 0.884404
   0,   12,  2.625e-01, 0.891927
   0,   13,  2.482e-01, 0.900608
   0,   14,  2.330e-01, 0.910012
   0,   15,  2.157e-01, 0.918692
   0,   16,  2.030e-01, 0.926312
   0,   17,  1.873e-01, 0.934462
   0,   18,  1.738e-01, 0.938802
   0,   19,  1.606e-01, 0.94811
   0,   20,  1.476e-01, 0.953704
   0,   21,  1.363e-01, 0.95925
   0,   22,  1.233e-01, 0.963831
   0,   23,  1.140e-01, 0.969039
   0,   24,  1.069e-01, 0.971981
   0,   25,  9.685e-02, 0.974441
   0,   26,  9.055e-02, 0.9769
   0,   27,  8.061e-02, 0.981289
   0,   28,  7.289e-02, 0.983314
   0,   29,  6.538e-02, 0.986497
   0,   30,  6.189e-02, 0.986834
   0,   31,  5.436e-02, 0.988522
   0,   32,  5.388e-02, 0.987799
   0,   33,  4.527e-02, 0.991898
   0,   34,  4.206e-02, 0.992332
   0,   35,  3.577e-02, 0.994985
   0,   36,  3.722e-02, 0.992718
   0,   37,  3.340e-02, 0.994647
   0,   38,  3.321e-02, 0.993779
   0,   39,  2.701e-02, 0.996528
   0,   40,  2.390e-02, 0.997348
   0,   41,  2.214e-02, 0.997251
