   0,    0,  7.400e-01, 0.569107
   0,    1,  5.771e-01, 0.696856
   0,    2,  5.235e-01, 0.749952
   0,    3,  4.898e-01, 0.777585
   0,    4,  4.625e-01, 0.799527
   0,    5,  4.393e-01, 0.817805
   0,    6,  4.193e-01, 0.829861
   0,    7,  3.999e-01, 0.841098
   0,    8,  3.846e-01, 0.851611
   0,    9,  3.683e-01, 0.861642
   0,   10,  3.502e-01, 0.871672
   0,   11,  3.368e-01, 0.87881
   0,   12,  3.215e-01, 0.885224
   0,   13,  3.097e-01, 0.890239
   0,   14,  2.963e-01, 0.897811
   0,   15,  2.843e-01, 0.902633
   0,   16,  2.740e-01, 0.904948
   0,   17,  2.582e-01, 0.913725
   0,   18,  2.471e-01, 0.919464
   0,   19,  2.372e-01, 0.923466
   0,   20,  2.270e-01, 0.926456
   0,   21,  2.154e-01, 0.933015
   0,   22,  2.066e-01, 0.936198
   0,   23,  1.968e-01, 0.938368
   0,   24,  1.871e-01, 0.943769
   0,   25,  1.755e-01, 0.947579
   0,   26,  1.685e-01, 0.950762
   0,   27,  1.583e-01, 0.95298
   0,   28,  1.542e-01, 0.954958
   0,   29,  1.469e-01, 0.957899
   0,   30,  1.377e-01, 0.960455
   0,   31,  1.295e-01, 0.965037
   0,   32,  1.197e-01, 0.967785
   0,   33,  1.155e-01, 0.968605
   0,   34,  1.111e-01, 0.97039
   0,   35,  9.953e-02, 0.973814
   0,   36,  9.652e-02, 0.975357
   0,   37,  8.902e-02, 0.978299
   0,   38,  8.722e-02, 0.977286
   0,   39,  7.845e-02, 0.981867
   0,   40,  7.681e-02, 0.980324
   0,   41,  7.187e-02, 0.982398
   0,   42,  6.344e-02, 0.985966
   0,   43,  5.984e-02, 0.987654
   0,   44,  5.948e-02, 0.986159
   0,   45,  5.605e-02, 0.987606
   0,   46,  5.072e-02, 0.989776
   0,   47,  4.973e-02, 0.990162
   0,   48,  4.777e-02, 0.989921
   0,   49,  4.661e-02, 0.989728
   0,   50,  4.388e-02, 0.990548
   0,   51,  4.164e-02, 0.990451
   0,   52,  3.784e-02, 0.992284
   0,   53,  3.736e-02, 0.991898
   0,   54,  3.654e-02, 0.991609
   0,   55,  3.400e-02, 0.992766
   0,   56,  2.963e-02, 0.993634
   0,   57,  3.405e-02, 0.992236
   0,   58,  3.712e-02, 0.990307
   0,   59,  3.629e-02, 0.990885
   0,   60,  3.187e-02, 0.991898
   0,   61,  2.606e-02, 0.994695
   0,   62,  2.174e-02, 0.996576
   0,   63,  2.166e-02, 0.995997
   0,   64,  3.546e-02, 0.989632
   0,   65,  2.785e-02, 0.992814
   0,   66,  2.701e-02, 0.99267
   0,   67,  1.994e-02, 0.995804
   0,   68,  2.043e-02, 0.995515
   0,   69,  1.831e-02, 0.99619
   0,   70,  2.100e-02, 0.995081
   0,   71,  2.828e-02, 0.991464
   0,   72,  2.338e-02, 0.994213
   0,   73,  2.281e-02, 0.993683
   0,   74,  1.570e-02, 0.996528
   0,   75,  1.807e-02, 0.99566
   0,   76,  2.477e-02, 0.9932
