   0,  7.317e-01, 0.521653
   1,  6.307e-01, 0.623746
   2,  5.870e-01, 0.701244
   3,  5.598e-01, 0.750145
   4,  5.391e-01, 0.777874
   5,  5.223e-01, 0.79784
   6,  5.054e-01, 0.811391
   7,  4.915e-01, 0.821084
   8,  4.769e-01, 0.831887
   9,  4.633e-01, 0.839844
  10,  4.511e-01, 0.849055
  11,  4.418e-01, 0.853154
  12,  4.309e-01, 0.857976
  13,  4.206e-01, 0.865162
  14,  4.081e-01, 0.870563
  15,  3.989e-01, 0.873216
  16,  3.881e-01, 0.880594
  17,  3.801e-01, 0.882475
  18,  3.702e-01, 0.887828
  19,  3.636e-01, 0.889805
  20,  3.553e-01, 0.893229
  21,  3.437e-01, 0.900077
  22,  3.373e-01, 0.90191
  23,  3.293e-01, 0.904948
  24,  3.211e-01, 0.908324
  25,  3.163e-01, 0.90924
  26,  3.080e-01, 0.913436
  27,  3.024e-01, 0.915365
  28,  2.982e-01, 0.915702
  29,  2.900e-01, 0.919512
  30,  2.864e-01, 0.919367
  31,  2.781e-01, 0.924334
  32,  2.754e-01, 0.923708
  33,  2.688e-01, 0.926312
  34,  2.650e-01, 0.928
  35,  2.612e-01, 0.928578
  36,  2.555e-01, 0.930459
  37,  2.511e-01, 0.931809
  38,  2.457e-01, 0.93369
  39,  2.423e-01, 0.934076
  40,  2.427e-01, 0.93287
  41,  2.387e-01, 0.934365
  42,  2.324e-01, 0.936728
  43,  2.313e-01, 0.936825
  44,  2.272e-01, 0.938127
  45,  2.227e-01, 0.939718
  46,  2.230e-01, 0.93914
  47,  2.200e-01, 0.938802
  48,  2.163e-01, 0.940538
  49,  2.144e-01, 0.939863
  50,  2.078e-01, 0.943432
  51,  2.073e-01, 0.942564
  52,  2.108e-01, 0.939911
  53,  2.008e-01, 0.945505
  54,  2.005e-01, 0.944396
